,good,normal,bad,status,charge,method,region,price_list,sold,image_count,description
10,674,10,2,新品、未使用,送料込み(出品者負担),未定,東京都,450,1,7.0,"===================
新品未使用
全国送料無料　　　　　　　　　
コメ無し即買い歓迎！
===================


【取り扱いAirPodsケース】
#CIELOairpodsケース

ホワイト/パステルピンク/ショッキングピンク/ライトグリーン/ライトブルー/イエロー/オレンジ/レッド/パープル/ブラック
上記にて各種カラー出品しております。


【商品説明】
シリコン素材の柔らかいairpods専用ケースです。

軽くてシンプルなデザインの為外見を損なわず、エアーポッズを保護してくれます。
下部に充電用の穴が開いているので、カバーを外さずそのままケーブル充電が可能です。

また、カラビナも付属致しますので、カバンやリュックに付ける事が出来携帯性に優れます。


【製品仕様】
■商品内容： AirPods シリコンケース カラビナ付き
■カラー：パープル
■素材：シリコン
■ 対応機種： 第一世代/第二世代
※i10twsなどairpodsと同じサイズの物にも使用可能です。

【発送について】
発送は基本的に1-2日以内に発送させていただきます。
本商品は普通郵便もしくはクリックポストの簡易包装での発送を予定しております。

【注意事項】
本商品は海外品となります。
新品未開封の商品となり検品は行なっておりますが、汚れ、細かな傷などが生じている可能性があります。
予めご理解の上、ご購入のほうよろしくお願い申し上げます。



#i11tws #i12tws #i9tws #i7stws #エアーポッズ #エアーポッヅ"
11,114,0,0,新品、未使用,送料込み(出品者負担),ゆうゆうメルカリ便,千葉県,1160,0,4.0,"ご覧いただきありがとうございます。

当製品は AirPods第二世代と第一世代両方にぴったり適用します。

スクラッチ傷防止、落下保護だけではなく、防塵栓がついているので、細かい埃の侵入も防ぎます。充電用穴付きなので、収納したまま充電可能です。
AirPods ケースは滑り止めシリコンを採用し、柔軟性、放置の安定性を高めます。

素材：シリコーン ＆樹脂"
12,724,16,4,新品、未使用,送料込み(出品者負担),ゆうゆうメルカリ便,千葉県,23677,0,4.0,"2019年モデル 第２世代 型番：MRXJ2J/A
ワイヤレス充電タイプで、最上位モデルです。
AirPods with Wireless Charging Case

大手家電量販店で購入したものです、新品未開封なのでシュリンク(ビニール)が付いたままです！

値下げはできません。

発送方法
メルカリ便で発送するので万が一の事故も保証されます。

#Apple
#アップル
#Airpods2
#新型airpods 
#Chargecase
#充電器
#エアーポッツ
#エアーポッズ
#lightning
#mac
#mac
#ipad
#watch
#イヤホン
#第2世代
#Wireless Charging
#無線充電"
13,73,1,0,新品、未使用,送料込み(出品者負担),らくらくメルカリ便,新潟県,18000,1,3.0,"第二世代新型エアーポッズです

新品未使用で包装のビニールも剥がしてない状態です

24時間以内に発送可能です

迅速な取引を心掛けてますので24時間以内にお支払いのできない方は購入をご遠慮下さい

宜しくお願い致します

エアポッズ 
エアーポッズ
エアポッズ 2
エアーポッズ2
AirPods"
14,14,0,0,新品、未使用,送料込み(出品者負担),普通郵便(定形、定形外),福岡県,1120,0,7.0,"くまのプーさんのAirpodsケース♡♡
プーさんとピグレットの2種類ありますのでお揃いもOK！
ケースを付けたまま充電も出来ます！

可愛いお揃いのストラップ付✯ 

※こちらの商品はケースのみとなります。
本体は付属しておりません。

!!こちらはプーさんの出品ページです。!!

❁︎新品未使用・送料無料❁︎

❁︎取り扱いキャラクター❁︎

・プーさん
・ピグレット

❁︎対応機種❁︎

・Airpods第一世代
・Airpods第二世代

❁︎素材❁︎

・シリコン


※こちらは海外製品になります。
日本製とは検査基準が異なりますので、製造過程における
多少のインク汚れやプリントミス、傷などがある場合がございます。
海外製品にご理解頂ける方のみのご購入をお願いします。

❁︎配送方法❁︎
・普通郵便（定形外）
追加料金にて匿名配送への変更も可能ですので詳しくはお問合せください。

お客様都合での返金返品はお受けしておりませんのでご希望の種類にお間違いがないか必ずご確認ください。

#Airpods　#Airpodsケース　#Airpodsカバー　#ディズニー　#くまのプーさん　#プーさん　#ピグレット　#Apple　#アップル　#エアポッズ"
15,315,8,0,新品、未使用,送料込み(出品者負担),未定,三重県,18500,1,2.0,"Apple (アップル) 純正品
AirPods with Charging Case MV7N2J/A (第2世代)
ワイヤレスBluetooth イヤホン

新品 未使用
丈夫な梱包で発送します(写真3枚目参照)

☆安心安全のメルカリ便！
☆購入日の翌日発送(時間によっては当日発送)

※こちらはワイヤレス充電非対応製品です。


airpods 正規品
AirPods 正規品

#Apple
#AirPods
#アップル
#エアーポッズ
#ワイヤレス
#イヤホン
#第2世代
#Bluetooth
#airpods2世代"
16,505,2,0,新品、未使用,送料込み(出品者負担),らくらくメルカリ便,東京都,18999,1,3.0,"Apple MV7N2J/A Airpods with Charging Case 第2世代 2019年最新版 新品未開封 即日発送可能です。

即購入OK、匿名・追跡・補償ありです。

2019年3月発売の最新モデルです。
ワイヤレス充電モデルではありません。 

iPhoneはもちろん、iPod touchやApple Watch、Macbookなどにも対応。iOS12.2以上。

2019年10月10日に大手通販で購入しました。
国内正規品です。

新品未開封、購入時のビニール外装も開けてません。

外箱に記載されたシリアル番号で１年のメーカー保証を受けることが可能です。

即日発送可能。17時までの購入、支払完了で即日発送します。土日含む。17時以降の場合は翌日になります。

送料無料、匿名、追跡可能、補償ありのメルカリ便発送。

コンビニ受取ご希望の場合、+300円でゆうゆうメルカリ便に変更できます。必要な場合は購入前にコメント下さい。

お値下げ不可です。お値下げ希望のコメントはお返事せず削除します。



#Airpods2 #新型Airpods #第二世代 #エアーポッド #アップル #Apple #純正品 #正規品 #Chargecase #エアーポッズ #mac #ipad #イヤホン #第2世代"
17,674,10,2,新品、未使用,送料込み(出品者負担),未定,東京都,450,1,7.0,"===================
新品未使用
全国送料無料　　　　　　　　　
コメ無し即買い歓迎！
===================


【取り扱いAirPodsケース】
#CIELOairpodsケース

ホワイト/パステルピンク/ショッキングピンク/ライトグリーン/ライトブルー/イエロー/オレンジ/レッド/パープル/ブラック
上記にて各種カラー出品しております。


【商品説明】
シリコン素材の柔らかいairpods専用ケースです。

軽くてシンプルなデザインの為外見を損なわず、エアーポッズを保護してくれます。
下部に充電用の穴が開いているので、カバーを外さずそのままケーブル充電が可能です。

また、カラビナも付属致しますので、カバンやリュックに付ける事が出来携帯性に優れます。


【製品仕様】
■商品内容： AirPods シリコンケース カラビナ付き
■カラー：イエロー
■素材：シリコン
■ 対応機種： 第一世代/第二世代
※i10twsなどairpodsと同じサイズの物にも使用可能です。

【発送について】
発送は基本的に1-2日以内に発送させていただきます。
本商品は普通郵便もしくはクリックポストの簡易包装での発送を予定しております。

【注意事項】
本商品は海外品となります。
新品未開封の商品となり検品は行なっておりますが、汚れ、細かな傷などが生じている可能性があります。
予めご理解の上、ご購入のほうよろしくお願い申し上げます。



#i11tws #i12tws #i9tws #i7stws #エアーポッズ #エアーポッヅ"
18,426,3,2,新品、未使用,送料込み(出品者負担),ゆうゆうメルカリ便,愛知県,1280,0,3.0,"即購入♡歓迎です(ㆁᴗㆁ✿)

◯商品状態◯
自宅保管、新品未使用

◯購入先◯
tangtang001
Wishでの評価 4.7/5.0の優良店です

◯サイズ(目安)◯
写真参照
AirPods 第一世代と第二世代はサイズが同じなので
両方とも使用OKです(●′ω`人′ω`●)
Wireless 充電には対応しておりませんので、ご注意下さい。

◯発送◯
1~2日程度で発送。遅れる場合はご連絡差し上げます。
お品物が水濡れしないように包装、発送します。
同梱希望の方は、ご購入前にコメントより同梱希望商品をお知らせ下さい。

◯商品説明◯
ケースに入れたまま充電可能です♪

 ◯お値下げ、お取り置き、返品について◯
プロフィールをご覧ください。

♡iPhoneケース、AirPodsケース、スマホリング多数出品中♡
BT21、ディズニーモチーフなど出品しております。プロフィールからぜひぜひご覧ください( ＾∀＾)

◯最後に◯
こちらのお品物は海外製品です。神経質な方はご購入をお控えください。"
19,571,13,0,新品、未使用,送料込み(出品者負担),普通郵便(定形、定形外),福岡県,1120,0,3.0,"可愛いくまのプーさんのAirpodsケースです♪
プーさんとピグレットの2種類ありますのでお揃いもOK！
ケースを付けたまま充電も可能です★

可愛いお揃いのストラップ付♡

※こちらの商品はケースのみとなります。
本体は付属しておりません。

【こちらはプーさんの出品ページです。】

★新品未使用・送料無料★

プーさんとピグレット2種類ありますのでピグレットご希望の方はコメント欄にてお知らせください♪

シリコン素材でできており、傷や衝撃からAirpodsを守ります☆

Airpods第一世代、第二世代に対応しております。

※こちらは海外製品になります。
日本製とは検査基準が異なりますので、製造過程における
多少のインク汚れやプリントミス、傷などがある場合がございます。
海外製品にご理解頂ける方のみのご購入をお願いします。


配送は普通郵便（定形外）にて行います。
追加料金にて匿名配送への変更も可能ですので詳しくはお問合せください。

お客様都合での返金返品はお受けしておりませんのでご希望の種類にお間違いがないか必ずご確認ください。

#Airpods　
#Airpodsケース　
#Airpodsカバー　
#ディズニー　
#くまのプーさん　
#ピグレット　
#Apple

agpjd5"
20,328,1,0,新品、未使用,送料込み(出品者負担),普通郵便(定形、定形外),北海道,999,1,4.0,"ご覧頂き、ありがとうございますo(^o^)o
★Airpodsケース ポムポムプリン


◯ケースを付けたまま充電も可能です♪
◯シリコン素材
◯新品未使用、送料無料
簡易梱包にて封筒に入れて発送します！

☆対応機種☆
・Airpods第一世代
・Airpods第二世代

(注意事項)
こちらの商品は、海外製品です。
多少のインク汚れやプリントミス、傷などがある場合がございます。
上記理由での返品はできませんのでご了承下さい。
光の加減等によって、お色目が多少異なる場合がございます。予めご了承ください。

ご理解のある方のご購入お待ちしてますo(^o^)o
何かご不明ありましたらお気軽にコメント下さい！"
21,30,0,0,新品、未使用,送料込み(出品者負担),普通郵便(定形、定形外),福岡県,888,0,5.0,"◆◇限定1点◇◆

⚠️ご確認下さい!!!⚠️

こちらは新品未使用となりますが、
製造過程において付いた汚れ等があるため、
訳ありB級品として出品いたします(´・ω・｀)
詳しくは【2枚目の画像】をご参照ください！

こちらの商品状態にご理解・ご了承頂ける方のみ、ご購入に進んでいただきます様お願いします。

✄- - - - - - キ リ ト リ - - - - - ✄

以下商品案内◎

◆◇モンスターズインク(マイク) ♡Airpodsケース◇◆

★新品未使用・送料無料★

大人気★モンスターズインクより
キモかわいいのがとーーっても癖になる♡
Airpodsケースです✩°。⋆⸜(* ꒳ *  )⸝
ケースを付けたまま充電も可能です★


【こちらはマイク(B級特価品)の出品ページです。】
訳あり商品のサリーは今のところございません。


※こちらの商品はケースのみとなり、本体は付属しておりません。予め、ご了承ください。
※こちらは落下防止ストラップはついておりません。

୨୧┈┈┈┈┈┈┈┈┈┈┈┈୨୧

◆◇対応機種◇◆
・Airpods第一世代
・Airpods第二世代

◆◇素材◇◆
・シリコン 

୨୧┈┈┈┈┈┈┈┈┈┈┈┈୨୧


【※※御一読ください※※】
★こちらは海外製品になります。
日本製とは検査基準が異なりますので、製造過程における多少のインク汚れやプリントミス、傷などがある場合がございます。

★こちら【訳ありB級品】としての特別価格での出品の為、お客様都合での返金、返品、交換等は一切お受けしておりません。対応機種やお色にお間違いがないか、必ずご確認下さい。

★【訳あり品】【海外製品クオリティ】にご理解頂ける方のみのご購入をお願いします。

◆◇配送方法◇◆
・普通郵便（定形外）
追加料金にて匿名配送への変更も可能です。
詳しくはお問合せください。


※※詳しい注意事項は私のプロフィールに掲載しております。トラブル防止のため、そちら必ず一度目を通して頂ければと思います※※

✩ ⋆ ✩ ⋆ ✩ ⋆ ✩ ⋆ ✩ ⋆ ✩

#Airpods　#Airpodsケース　#Airpodsカバー　
#ディズニー　#モンスターズインク　
#サリー　#マイク　#マイクワゾウスキー　
#Apple　#アップル　#エアポッズ #訳あり #B級品"
22,131,0,0,新品、未使用,送料込み(出品者負担),らくらくメルカリ便,東京都,22999,1,6.0,"アップル 純正品 エアーポッズ Apple AirPods with Charging Case MV7N2J/A
2019年3月発売 第2世代 最新型
ワイヤレスのイヤホンに、ライトニングケーブル接続の充電ケースが付いた最新モデルです。
※ワイヤレス充電のタイプではありません。
新品の未使用、未開封の商品です。
商品の外箱が密封されている透明の保護フィルムもはがしていません。
送料は無料です。
ご購入頂いたのち、24時間以内の商品の発送が可能です。
コメントなしの即購入可です。
PSEマークあり
※人気商品のため、オファーやお値下げのコメントはご遠慮下さい。

・一段と長くなった連続通話時間。声で使えるSiri。ワイアレスの第二世代、新しいAirPods2の登場です。AirPod2は取り出すだけで、iPhoneやiPadなどのApple製デバイスと組み合わせて使えるようになります。エアポッズは耳につけるだけで一瞬でつながります。新型のエアポッドは様々な面で、ほかのワイアレスイヤフォンとは違います。

・AirPodは、あなたのアイフォンやアップルウオッチに瞬時につながり、デバイスの間でオーディオをシームレスに切り替えられます。アイパッド、マックでAir Podsを聴きたい時は、それらのデバイス上でAir Podを選ぶだけです。

・ワンタップのシンプルな設定で無線のBluetoothにより接続、エアーポッツが自動的にオンになり、いつでも無線接続された状態になります。エアーポッドは使い方も同様に簡単です。エアーポットのイアホンを耳に装着するとそれを感知し、ブルートゥースによりワイアレス接続。air potsのイヤフォンを耳から外すと一時停止します。air potは両耳でも片耳だけでも使えるので、とても自由です。

・エアポッツはSiriを一段と簡単に使えるようになりました。エアポットはただ「Hey Siri」と声をかけるだけでアイホンを取り出さなくても、その場でSiriがお手伝いします。

・進化したairpotsを動かすのは、まったく新しいApple H1チップ。第２世代のairpotはデバイスとのワイヤレス接続がさらに速くなり、イアフォンの性能が安定しました。

※他会員の写真や文章の全部又は一部を無断で使用することはメルカリの規則に反しますので、おやめ下さい。"
23,30,0,0,新品、未使用,送料込み(出品者負担),らくらくメルカリ便,神奈川県,18900,1,,"AirPods with Charging Case(第二世代)
型番:MV7N2J/A

新品未開封品です。
入金確認後24時間以内に発送致します。"
24,30,0,0,新品、未使用,送料込み(出品者負担),普通郵便(定形、定形外),福岡県,1260,0,6.0,"◆◇トイストーリー(リトル・グリーン・メン、エイリアン) ♡Airpodsケース◇◆

★新品未使用・送料無料★

大人気★トイストーリーシリーズより
キモかわいいのが癖になる♡
リトル・グリーン・メンのエイリアンの
Airpodsケースです♡
ケースを付けたまま充電も可能★


可愛い落下防止ストラップ付き✧

※こちらの商品はケースのみとなり、本体は付属しておりません。予め、ご了承ください。


◆◇対応機種◇◆
・Airpods第一世代
・Airpods第二世代


◆◇素材◇◆
・シリコン 


【※※御一読ください※※】
★こちらは海外製品になります。
日本製とは検査基準が異なりますので、製造過程における多少のインク汚れやプリントミス、傷などがある場合がございます。

★事前に商品の状態をご確認されたい方はお申し付けください。

★海外製品クオリティにご理解頂ける方のみのご購入をお願いします。

★お客様都合での返金、返品はお受けしておりません。ご希望の種類(キャラクターや色等)にお間違いがないか、必ずご確認の上、ご購入をお願い致します。

◆◇配送方法◇◆
・普通郵便（定形外）
追加料金にて匿名配送への変更も可能です。
詳しくはお問合せください。



※※詳しい注意事項は私のプロフィールに掲載しております。トラブル防止のため、そちら必ず一度目を通して頂ければと思います※※


✩ ⋆ ✩ ⋆ ✩ ⋆ ✩ ⋆ ✩ ⋆ ✩ ⋆ ✩

#Airpods　#Airpodsケース　#Airpodsカバー　#ディズニー　#トイストーリー　#エイリアン　#リトルグリーンメン　#Apple　#アップル　#エアポッズ

トイストーリー　リトルグリーンメン　エイリアン　Airpods　ケース　カバー"
25,105,4,0,新品、未使用,送料込み(出品者負担),らくらくメルカリ便,未定,18800,1,7.0,"★商品の説明はアップルサイトよりご確認ください★
(以下、引用)

ご注意/ワイヤレス充電非対応製品】
※こちらの商品は【型番 MV7N2J/A】ですので、付属の充電ケースは【ワイヤレス充電非対応製品(Lightnig接続による充電対応)】ですので ワイヤレス充電はできません。 お間違えの無いようによくご確認の上、ご注文お願いします。 

■【最新モデル/第二世代】 Apple AirPods with Charging Case MV7N2J/A【2019年モデル】（エアポッズ） 
・【ワイヤレス充電非対応製品(Lightnig接続による充電対応)】 
■Apple(アップル) 
■発売日2019年3月
■新品/国内正規品

新しいAirPodsは新しく開発されたH1チップにより強化され、これまでより50パーセントも長い通話時間、そして、ハンズフリーの""Hey Siri""が使えるようになりました。 

●Appleによるデザイン 
●自動でオンになり、自動で接続 
●すべてのApple製デバイスを簡単に設定6 
●「Hey Siri」と話しかけるか、ダブルタップで瞬時にSiriへアクセス 
●ダブルタップで再生またはスキップ 
●ケースですばやく充電 
●ケースはLightningコネクタでも充電できる 
●豊かで質の高いオーディオと音声 
●デバイス間の切り替えはシームレス"
26,39,0,0,新品、未使用,送料込み(出品者負担),未定,神奈川県,26980,0,5.0,"アップル 純正品 エアーポッズ Apple AirPods with Wireless Charging Case MRXJ2J/A
2019年3月発売 第2世代 最新型
ワイヤレスのイヤホンにワイヤレス充電対応のケースが付いた最新モデルです。
新品の未使用、未開封の商品です。
商品の外箱が密封されている透明の保護フィルムもはがしていません。
送料は無料です。
ご購入頂いたのち、24時間以内の商品の発送が可能です。
コメントなしの即購入可です。
PSEマークあり
※人気商品のため、オファーやお値下げのコメントはご遠慮下さい。

・一段と長くなった連続通話時間。声で使えるSiri。ワイアレスの第二世代、新しいAirPods2の登場です。AirPod2は取り出すだけで、iPhoneやiPadなどのApple製デバイスと組み合わせて使えるようになります。エアポッズは耳につけるだけで一瞬でつながります。新型のエアポッドは様々な面で、他のワイアレスイヤフォンとは違います。

・AirPodは、あなたのアイフォンやアップルウオッチに瞬時につながり、デバイスの間でオーディオをシームレスに切り替えられます。アイパッド、マックでAir Podsを聴きたい時は、それらのデバイス上でAir Podを選ぶだけです。

・ワンタップのシンプルな設定で無線のBluetoothにより接続、エアーポッツが自動的にオンになり、無線接続された状態になります。エアーポッドは使い方も簡単です。エアーポットのイアホンを耳に装着するとそれを感知し、ブルートゥースによりワイアレス接続。air potsのイヤフォンを耳から外すと一時停止します。air potは両耳でも片耳だけでも使えるので、とても自由です。

・エアポッツはSiriを一段と簡単に使えるようになりました。エアポットは「Hey Siri」と声をかけるだけでアイホンを取り出さなくても、Siriがお手伝いします。

・airpotsを充電ケースに入れて、Qi対応の充電用マットの上に置く。これだけでイアフォンを充電できます。airpotを充電中はケースのLEDが点灯してお知らせします。充電用マットが手元にない時はライトニングケーブルを使って充電できます。"
