,good,normal,bad,status,charge,method,region,price_list,sold,image_count,description
10,37,0,0,未使用に近い,送料込み(出品者負担),らくらくメルカリ便,大阪府,5989,1,2.0,"【正規品・純正品】
Apple ＊ 第2世代 AirPods＊

R片耳、左のみの商品です。
動作確認済み・消毒済み
※箱、ライトニングケーブル、充電器、右耳イヤホンはつきませんのでご了承下さい
不具合などは一切なく、充電持ちも良く、正常に使えます。
発送の際は綺麗に掃除してお送りします。
注意:^_^第1世代のイヤホンとの併用はできません。

よろしくお願い致します。

□設定方法
   ①ケースにイヤフォンを入れます。
   ②裏ボタンを長押しし、リセットします。
   ③画面に新規のairpodsとして表示されるので接続。

   基本的に新品のものと手順は同じです

検索用
アップル
Air Pods
AirPods
エアポッズ
エアポッツ
Apple
イヤホン
正規品
純正品
ブルートゥース
Bluetooth"
11,37,0,0,未使用に近い,送料込み(出品者負担),らくらくメルカリ便,大阪府,5990,1,2.0,"【正規品・純正品】
Apple ＊ 第2世代 AirPods＊

R片耳、右のみの商品です。
動作確認済み・消毒済み
※箱、ライトニングケーブル、充電器、左耳イヤホンはつきませんのでご了承下さい
不具合などは一切なく、充電持ちも良く、正常に使えます。
発送の際は綺麗に掃除してお送りします。
注意:^_^第1世代のイヤホンとの併用はできません。

よろしくお願い致します。

□設定方法
   ①ケースにイヤフォンを入れます。
   ②裏ボタンを長押しし、リセットします。
   ③画面に新規のairpodsとして表示されるので接続。

   基本的に新品のものと手順は同じです

検索用
アップル
Air Pods
AirPods
エアポッズ
エアポッツ
Apple
イヤホン
正規品
純正品
ブルートゥース
Bluetooth"
12,392,9,7,未使用に近い,送料込み(出品者負担),らくらくメルカリ便,東京都,16200,1,3.0,"カバー付き
二回短時間使用のみ"
13,13,0,0,目立った傷や汚れなし,送料込み(出品者負担),らくらくメルカリ便,東京都,6000,1,3.0,"L片耳、左のみの商品です。
動作確認済み・消毒済み
※箱、ライトニングケーブル、充電器、右耳イヤホンはつきませんのでご了承下さい
不具合などは一切なく、充電持ちも良く、正常に使えます。
発送の際は綺麗に掃除してお送りします。
注意:^_^第1世代のイヤホンとの併用はできません。

□設定方法
   ①ケースにイヤフォンを入れます。
   ②裏ボタンを長押しし、リセットします。
   ③画面に新規のairpodsとして表示されるので接続。

   基本的に新品のものと手順は同じです

よろしくお願い致します。

検索用
アップル
Air Pods
AirPods
エアポッズ
エアポッツ
Apple
イヤホン
正規品
純正品
ブルートゥース
Bluetooth"
14,17,0,0,新品、未使用,送料込み(出品者負担),普通郵便(定形、定形外),福岡県,1280,1,3.0,"♥可愛いコリラックマのAirPodsケース♥
♡しっかりした素材で本体を保護♡
★便利なカラビナ付きです！★

✼••┈┈••✼••┈┈••✼••┈┈••✼••┈┈••✼

※※こちらはコリラックマの出品ページです。
【即購入の場合↑の商品になります】

リラックマをご利用の方はプロフィールから
リラックマの出品ページをご覧下さいませ。

(ご希望でしたら専用ページお作り致します)

✼••┈┈••✼••┈┈••✼••┈┈••✼••┈┈••✼

★新品未使用・送料無料★

◆取り扱いキャラクター◆

＊リラックマ
＊コリラックマ

◆対応機種◆

＊Airpods第一世代
＊Airpods第二世代

◆素材◆

＊シリコン

【注意事項】

※ ※こちらの商品はケースのみとなります。
本体は付属しておりません。

※※こちらは海外製品になります。
日本製とは検査基準が異なりますので、
製造過程における多少のインク汚れやプリントミス
傷などがある場合がございます。

※※海外製品にご理解頂ける方のみの
ご購入をお願いします。

◆配送方法◆
・普通郵便（定形外）
追加料金にて匿名配送への変更も可能ですので
詳しくはお問合せください。

◆返金返品について◆
お客様都合での返金返品はお受けしておりませんので
ご希望の種類にお間違いがないか必ずご確認ください。

✼••┈┈••✼••┈┈••✼••┈┈••✼••┈┈••✼

#リラックマ　#コリラックマ　#可愛い　
#アップル　#Apple  #インスタ　#AirPods 
#AirPodsケース　#AirPodsカバー"
15,17,0,0,新品、未使用,送料込み(出品者負担),普通郵便(定形、定形外),福岡県,1280,1,3.0,"♥可愛いリラックマのAirPodsケース♥
♡しっかりした素材で本体を保護♡
★便利なカラビナ付きです！★

✼••┈┈••✼••┈┈••✼••┈┈••✼••┈┈••✼

※※こちらはリラックマの出品ページです。
【即購入の場合↑の商品になります】

コリラックマをご利用の方はプロフィールから
コリラックマの出品ページをご覧下さいませ。

(ご希望でしたら専用ページお作り致します)

✼••┈┈••✼••┈┈••✼••┈┈••✼••┈┈••✼

★新品未使用・送料無料★

◆取り扱いキャラクター◆

＊リラックマ
＊コリラックマ

◆対応機種◆

＊Airpods第一世代
＊Airpods第二世代

◆素材◆

＊シリコン

【注意事項】

※ ※こちらの商品はケースのみとなります。
本体は付属しておりません。

※※こちらは海外製品になります。
日本製とは検査基準が異なりますので、
製造過程における多少のインク汚れやプリントミス
傷などがある場合がございます。

※※海外製品にご理解頂ける方のみの
ご購入をお願いします。

◆配送方法◆
・普通郵便（定形外）
追加料金にて匿名配送への変更も可能ですので
詳しくはお問合せください。

◆返金返品について◆
お客様都合での返金返品はお受けしておりませんので
ご希望の種類にお間違いがないか必ずご確認ください。

✼••┈┈••✼••┈┈••✼••┈┈••✼••┈┈••✼

#リラックマ　#コリラックマ　#可愛い　
#アップル　#Apple  #インスタ　#AirPods 
#AirPodsケース　#AirPodsカバー"
16,87,0,1,新品、未使用,送料込み(出品者負担),普通郵便(定形、定形外),福岡県,1280,0,6.0,"。* ❤︎…新品未使用・送料無料…❤︎*。

【こちらはコリラックマの出品ページです。】
⬆️上記商品でお間違えなければ、即購入OK☆

※リラックマとコリラックマの2種類、
取り扱ってますので、他のキャラクターを
お求めの方は、コメントよりお問い合わせ戴くか、
プロフィールの出品ページよりお買い求め下さい。

┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈
可愛い♡コリラックマのAirPodsケースです♪
しっかりとした素材で本体を保護してくれます！
コリラックマとお揃いで持つのもオススメ♡
便利なカラビナ付きです☆☆

※こちらの商品はケースのみとなります。
本体は付属しておりません。
┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈

☆対応機種⤵︎ ⤵︎
・AirPods第一世代
・AirPods第二世代

☆取り扱いキャラクター⤵︎ ⤵︎
・リラックマ
・コリラックマ

☆素材⤵︎ ⤵︎
・シリコン

☆配送方法⤵︎ ⤵︎
・普通郵便（定形外）
追加料金にて匿名配送への変更も可能ですので詳しくはお問合せください。

※こちらは海外製品になります。
日本製とは検査基準が異なりますので、
製造過程におけるインク汚れやプリントミス、傷などがある場合がございます。
海外製品にご理解頂ける方のみ、
ご購入をお願いします。

※お客様都合での返金返品はお受けしておりません。
ご希望の機種やデザインにお間違いがないか必ずご確認ください。

#リラックマ　#コリラックマ　#可愛い　#アップル　#Apple  #インスタ　#AirPods #AirPodsケース　#AirPodsカバー"
17,386,2,0,新品、未使用,送料込み(出品者負担),普通郵便(定形、定形外),北海道,949,0,2.0,"ご覧頂き、ありがとうございますo(^o^)o
★Airpodsケース ディズニー シェリーメイ


◯ケースを付けたまま充電も可能です♪
◯シリコン素材
◯新品未使用、送料無料
簡易梱包にて封筒に入れて発送します！

☆対応機種☆
・Airpods第一世代
・Airpods第二世代

(注意事項)
こちらの商品は、海外製品です。
多少のインク汚れやプリントミス、傷などがある場合がございます。
上記理由での返品はできませんのでご了承下さい。
光の加減等によって、お色目が多少異なる場合がございます。予めご了承ください。

ご理解のある方のご購入お待ちしてますo(^o^)o
何かご不明ありましたらお気軽にコメント下さい！"
18,386,2,0,新品、未使用,送料込み(出品者負担),普通郵便(定形、定形外),北海道,949,0,2.0,"ご覧頂き、ありがとうございますo(^o^)o
★Airpodsケース ディズニー ジェラトーニ 


◯ケースを付けたまま充電も可能です♪
◯シリコン素材
◯新品未使用、送料無料
簡易梱包にて封筒に入れて発送します！

☆対応機種☆
・Airpods第一世代
・Airpods第二世代

(注意事項)
こちらの商品は、海外製品です。
多少のインク汚れやプリントミス、傷などがある場合がございます。
上記理由での返品はできませんのでご了承下さい。
光の加減等によって、お色目が多少異なる場合がございます。予めご了承ください。

ご理解のある方のご購入お待ちしてますo(^o^)o
何かご不明ありましたらお気軽にコメント下さい！"
19,386,2,0,新品、未使用,送料込み(出品者負担),普通郵便(定形、定形外),北海道,949,0,3.0,"ご覧頂き、ありがとうございますo(^o^)o
★Airpodsケース ディズニー ダッフィー  


◯ケースを付けたまま充電も可能です♪
◯シリコン素材
◯新品未使用、送料無料
簡易梱包にて封筒に入れて発送します！

☆対応機種☆
・Airpods第一世代
・Airpods第二世代

(注意事項)
こちらの商品は、海外製品です。
多少のインク汚れやプリントミス、傷などがある場合がございます。
上記理由での返品はできませんのでご了承下さい。
光の加減等によって、お色目が多少異なる場合がございます。予めご了承ください。

ご理解のある方のご購入お待ちしてますo(^o^)o
何かご不明ありましたらお気軽にコメント下さい！"
20,102,3,0,新品、未使用,送料込み(出品者負担),ゆうゆうメルカリ便,大阪府,980,1,7.0,"週末値下げ‼️
新品未使用です。
1️⃣3️⃣8️⃣0️⃣→9️⃣8️⃣0️⃣に値下げしています❣️

♪【対応機種】 AirPods第二世代と第一世代両方にぴったり適用します。AirPodsケースの下に充電穴があり、AirPodsの充電口と完全に合わせて、ケースを外さなくても直接に充電できます。
♪【全面保護】 スクラッチ傷防止、落下保護だけではなく、防塵栓がついているので、細かい埃の侵入も防ぎます。AirPods カバーは高品質のシリコンを採用し、良い柔軟性が持ち、落下、或は、他の衝撃を受ける時、ある程度の衝撃力を吸収でき、エアポッズを良く保護し、傷を残しません"
21,585,14,0,新品、未使用,送料込み(出品者負担),普通郵便(定形、定形外),福岡県,999,0,4.0,"大人気サンリオのマイメロディ♪
Airpodsケースになります。
ケースを付けたまま充電も可能です★

※こちらの商品はケースのみとなります。
本体は付属しておりません。

☆新品未使用・送料無料☆

シリコン素材でAirpods第一世代、第二世代に対応しています☆

Airpods全体を保護し、衝撃や傷から守ります♪

☆配送方法は普通郵便（定形外）でお送りいたします。
追加料金にて匿名配送への変更も可能ですので詳しくはお問合せください。

※こちらの商品は海外輸入品ですので梱包前に必ず検品を行っておりますが、中には細かな傷や僅かな汚れなどがある場合がございます。
海外製品にご理解頂ける方のみのご購入をお願いします。

※お客様都合での返金返品はお受けしておりませんのでご希望の種類にお間違いがないか必ずご確認ください。

#Airpods　
#Airpodsケース　
#Airpodsカバー　
#サンリオ　
#ポムポムプリン
#マイメロディ
#Apple

atqj8"
22,19,1,0,新品、未使用,送料込み(出品者負担),普通郵便(定形、定形外),福岡県,1450,1,9.0,"トイストーリーのAirPodsケースです♡
しっかりした素材なのでちゃんと保護されます!!
ストラップ付き☆*。

【こちらはウッディのページです】
※即購入の場合は↑こちらの商品になりますのでご注意ください。
他の種類をご希望の方はお問い合わせ下さい。
プロフィールでほかの種類も販売しておりますのでそちらでご購入もできます。

※AirPods本体は付属しておりません！

‪‪❤︎‬新品未使用・送料無料‪‪❤︎‬

‪‪❤︎‬対応機種‪‪❤︎‬

・AirPods第一世代
・AirPods第二世代

‪‪❤︎‬取り扱いキャラクター‪‪❤︎‬

・ウッディ
・バズ・ライトイヤー

‪‪❤︎‬素材‪‪❤︎‬

・シリコン

※こちらは海外製品になります。
日本製とは検査基準が異なりますので、製造過程における
インク汚れやプリントミス、傷などがある場合がございます。
海外製品にご理解頂ける方のみのご購入をお願いします。

‪‪❤︎‬配送方法‪‪❤︎‬
・普通郵便（定形外）
追加料金にて匿名配送への変更も可能ですので詳しくはお問合せください。

お客様都合での返金返品はお受けしておりませんのでご希望の機種やデザインにお間違いがないか必ずご確認ください。

#トイストーリー　#ウッディ　#バズ・ライトイヤー　#バズ　#ディズニー　#AirPods #AirPodsケース　#AirPodsカバー"
23,87,0,1,新品、未使用,送料込み(出品者負担),普通郵便(定形、定形外),福岡県,1280,0,6.0,"。* ❤︎…新品未使用・送料無料…❤︎*。

【こちらはリラックマの出品ページです。】
⬆️上記商品でお間違えなければ、即購入OK☆

※リラックマとコリラックマの2種類、
取り扱ってますので、他のキャラクターを
お求めの方は、コメントよりお問い合わせ戴くか、
プロフィールの出品ページよりお買い求め下さい。

┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈
可愛い♡リラックマのAirPodsケースです♪
しっかりとした素材で本体を保護してくれます！
コリラックマとお揃いで持つのもオススメ♡
便利なカラビナ付きです☆☆

※こちらの商品はケースのみとなります。
本体は付属しておりません。
┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈

☆対応機種⤵︎ ⤵︎
・AirPods第一世代
・AirPods第二世代

☆取り扱いキャラクター⤵︎ ⤵︎
・リラックマ
・コリラックマ

☆素材⤵︎ ⤵︎
・シリコン

☆配送方法⤵︎ ⤵︎
・普通郵便（定形外）
追加料金にて匿名配送への変更も可能ですので詳しくはお問合せください。

※こちらは海外製品になります。
日本製とは検査基準が異なりますので、
製造過程におけるインク汚れやプリントミス、傷などがある場合がございます。
海外製品にご理解頂ける方のみ、
ご購入をお願いします。

※お客様都合での返金返品はお受けしておりません。
ご希望の機種やデザインにお間違いがないか必ずご確認ください。

#リラックマ　#コリラックマ　#可愛い　#アップル　#Apple  #インスタ　#AirPods #AirPodsケース　#AirPodsカバー"
24,7,0,0,新品、未使用,送料込み(出品者負担),ゆうゆうメルカリ便,石川県,17999,1,4.0,"Airpodsの第2世代です。

11月上旬に購入し未開封、未使用品になります。

万が一の初期不良に関してはメーカーに問い合わせください、こちらでは返品/返金対応は出来ませんのでご了承下さい）

18300円→17999円

Airpods2 
新型Airpods 
Airpods第二世代 
ワイアレスイヤホン 
アップル 
Apple 
エアーポッズ 
イヤホン"
25,21,0,0,新品、未使用,送料込み(出品者負担),未定,大阪府,2480,1,2.0,"今年10月に購入したばかりです！ 
透明シールがついたままなため、全くの未開封です。その為最後の写真はお借りしております(^^)

 ※神経質な方はご遠慮下さい。 
※九州、沖縄、北海道の方は恐れ入りますが+500円頂きます。  

◎スタンドデザイン
スマホ、タブレットに当たるところに保護マットも付きます。スタンドはテーブルの上に動かず、スマホとタブレットもしっかり支えることができます。

◎スマホ、タブレットにタッチしても、倒れません。ビディオ通信、本読み、ゲームなどに便利です。 両手を解放して、どこでもどんな場所でもご自由に使用可能です。

◎優れた整理性
スマホ、タブレット、Airpods、Apple Watchなどのデバイスを充電可能です。

全部一つになって、内蔵スマホケーブル充電ドックはmicro USBとiphone Lightningコネクタ、USB Type-Cのいずれにも対応できます。

すべての充電ケーブルは内蔵されており、絡まないです。普段使いだけでなく、旅行や出張にも使えます。

Airpodsケーブル充電スタンド（出力：3W）
Airpods用の内蔵充電プラグ。 Airpodsの形状に基づいて設計された溝は、安定した方法でAirpodsに完全にフィットします。

◎CE、RoHS、FCC認証済みの安全保護
最先端の自動制御技術を使用しています。過充電、過電流、過電圧、過熱に対する防止対策のほかに、異物検知、温度制御等の機能も付いており、お使いの機器と充電器を保護します。

◎第一世代VS第二世代
第一世代充電スタンドを比べて、Apple Watch充電用USBポートを増えました。別のアダプタを用意しないでもOKです。

◎ケースをつけたままでもOK
ケースを外さなくても使用可能。6mm以上の厚みがあるケース、金属製や磁気を帯びたケースおよびクレジットカードは、充電前に取り外してください。

（ご注意： 急速充電モードを使用する場合、Quick Charge 2.0/3.0対応急速充電器が必要です。 ）

◎含まれるパッケージ:
本体、USBケーブル、QC3.0 アダプタ、取扱説明書 

スタンド 置くだけ充電 充電器 その他Qi対応機種も適用 充電スタンド
プロフィール重要！！見てください"
26,58,0,0,新品、未使用,送料込み(出品者負担),らくらくメルカリ便,島根県,16666,1,4.0,"祝い事があったので身内からの頂き物がいくつかあったのですが別のイヤホンがあるので出品致します。

シュリンクは取り外しましたが本体は新品未使用です。

過度な値下げは対応できませんが少しならお値下げさせていただきます。

ご購入される方は一度コメントの方にご連絡下さい。
お手数ですが即購入は遠慮下さい。

何かご不明な点がございましたらコメントのほうでお知らせください。

Apple アップル AirPods エアーポッズ エアーポッド エアーポッヅ エアポッズ AirPods Pro エアーポッズプロ エアポッズプロ 2 第二世代 本体 新品未使用 美品 イヤホン ワイヤレスイヤホン Bluetooth"
27,17,0,0,新品、未使用,送料込み(出品者負担),普通郵便(定形、定形外),福岡県,1450,1,3.0,"♥大人気！トイ・ストーリーから♥
♡バズのAirpodsケース♡
★しっかりした素材で本体を保護★

カバーとお揃いのストラップ付( ﹡・ᴗ・ )b
✼••┈┈••✼••┈┈••✼••┈┈••✼••┈┈••✼

※※こちらはバズの出品ページです。
【即購入の場合↑の商品になります】

ウッディをご利用の方はプロフィールから
ウッディの出品ページをご覧下さいませ。

(ご希望でしたら専用ページお作り致します)

✼••┈┈••✼••┈┈••✼••┈┈••✼••┈┈••✼

★新品未使用・送料無料★

◆取り扱いキャラクター◆

＊ウッディ・プライド
＊バズ・ライトイヤー

◆対応機種◆

＊Airpods第一世代
＊Airpods第二世代

◆素材◆

＊シリコン

【注意事項】

※ ※こちらの商品はケースのみとなります。
本体は付属しておりません。

※※こちらは海外製品になります。
日本製とは検査基準が異なりますので、
製造過程における多少のインク汚れやプリントミス
傷などがある場合がございます。

※※海外製品にご理解頂ける方のみの
ご購入をお願いします。

◆配送方法◆
・普通郵便（定形外）
追加料金にて匿名配送への変更も可能ですので
詳しくはお問合せください。

◆返金返品について◆
お客様都合での返金返品はお受けしておりませんので
ご希望の種類にお間違いがないか必ずご確認ください。

✼••┈┈••✼••┈┈••✼••┈┈••✼••┈┈••✼

#トイストーリー　#ウッディ・プライド　#ウッディ
#バズ・ライトイヤー　#バズ　#ディズニー　
#AirPods #AirPodsケース　#AirPodsカバー"
