,is_free_shipping,product_name,start_price,end_price,is_prompt,start_time,end_time,timedelta,bidders,setsumei,good,bad,capture_count
10,1,1円～新品 Apple(アップル)AirPods with Wireless Charging Case 第2世代 MRXJ2J/A①,1,1,0,2019-10-31 04:04:50,2019-11-03 11:04:01,78.0,24,1円～新品 Apple(アップル)AirPods with Wireless Charging Case 第2世代 MRXJ2J/A新品・未開封品です。レターパックプラスYahoo!かんたん決済（詳細）ノークレーム・ノーリターンでお願いいたします。この商品説明は オークション落札相場サイト「オークファン」出品テンプレート で作成されています。Powered by aucfan.com,1071,4,2
11,1,送料無料 新品未使用未開封 Apple AirPods (エアーポッズ/第2世代) with Charging Case 2019年 国内正規品 MV7N2J/A 購入証明書有り,15900,17000,1,2019-11-02 13:02:26,2019-11-03 06:32:35,17.0,3,新品未使用未開封品  AirPods with Charging Case MV7N2J/A 第2世代 国内正規品となります。品名:AirPods with Charging Case型名:MV7N2J/Aワイヤレス充電タイプではありませんのでご注意下さい。新品未開封品。第2世代国内正規店にて購入、購入明細付きですヤフネコ宅急便コンパクトで送料無料です。在庫ありますので入金確認後すぐ発送可能です落札後12時間以内のご連絡、24時間以内のご入金手続きにてお願いします。また落札後はノークレーム、ノーリターンでお願いします。,683,4,2
12,1,【送料無料】【新品未使用品】第２世代Apple airpods 両耳セット 国内正規品 MV7N2J/A,14190,14190,1,2019-11-02 14:11:34,2019-11-03 01:17:43,11.0,1,【送料無料】【新品未使用品】第２世代Apple airpods 両耳セット 国内正規品 MV7N2J/A※2019年モデル第2世代のairpods両耳イヤホンのみの販売です充電ケースは付きません大手家電量販店で購入致しました●新品未使用品です(充電ケースから取り出したばかりのお品物を梱包させて頂きます)マイクが内蔵されており、装着したままの通話も可能です●第１世代の充電ケースもお使い頂けます送料出品者負担の追跡番号ありクリックポストにて発送をさせて頂きます13時までのご入金で当日発送13時以降は翌日発送をさせて頂きます。★airpodsイヤホンに「A2031」「A2032」いずれかの刻印があるもしくは充電ケースにセットsiriが反応すれば第2世代ですアップルApple新型airpodsairpods2 エアポッズエアポッツBluetoothブルートゥース正規品純正品イヤホン左耳右耳両耳iphoneアイフォンiTunesマック第二世代macwatch,309,4,0
13,1,[新品未使用品]AirPods with Wireless Charging Case (エアーポッズ/第2世代) 2019年 新型 ブルートゥースイヤホン 【純正】Bluetooth,1,24000,1,2019-10-29 23:55:36,2019-11-02 12:55:36,85.0,22,[新品未使用品]AirPods with Wireless Charging Case (エアーポッズ/第2世代) 2019年 新型 ブルートゥースイヤホン フルワイヤレス インナーイヤー型  【純正】 [ワイヤレス(左右分離) /Bluetooth]商品の説明の通りです。ご理解ある方よろしくお願い申し上げます。* ～商品説明～ *Wireless Charging Caseが付属した新しいAirPodsは、インテリジェントな設計、画期的なテクノロジー、透き通るほどクリアなサウンドを持っています。新しいApple H1ヘッドフォンチップで動くので、手を使わずに声だけでSiriを起動できるようになりました。これからは1回の充電で最大3時間の通話ができます。* 自動でオンになり、自動で接続* すべてのApple製デバイスで簡単に設定* 「Hey Siri」と声をかけるだけで瞬時にSiriへアクセス* ダブルタップで再生またはスキップ* 新しいApple H1ヘッドフォンチップで、デバイスとのワイヤレス接続がさらに速く* ケースですばやく充電* Qi対応充電マットを使ったワイヤレス充電と、Lightningコネクタを使った充電に対応* 豊かで質の高いオーディオと音声* デバイス間の切り替えはシームレス★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★★新品・未使用 ☆頂き物、かつ個人所有につき、神経質な方のご入札はご遠慮ください。★落札後の返品、キャンセルはご遠慮ください。★落札後、落札者様の都合で以前にキャンセルされた方は自動的にキャンセルさせて頂きますのでご理解ご了承願います。送料込み★ノークレーム、ノーリターンご理解ご了承頂ける方宜しくお願い致します。★悪い評価５以上の方は削除させて頂きますのでご了承願います。★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★,275,1,0
14,1,[新品未使用品]AirPods (エアーポッズ/第2世代) with Charging Case 2019年 新型 Bluetooth MV7N2J/A 【純正】 ,1,19500,1,2019-10-29 15:44:35,2019-11-02 12:44:35,93.0,16,[新品未使用品]AirPods (エアーポッズ/第2世代) with Charging Case 2019年 新型 ブルートゥースイヤホン フルワイヤレス インナーイヤー型 MV7N2J/A 【純正】 [ワイヤレス(左右分離) /Bluetooth]商品説明の通りです。ご理解ある方よろしくお願い申し上げます。* ～商品説明～ * さらに魔法に近づきました。新しいAirPodsはワイヤレスヘッドフォンの体験を一新します。ケースから取り出すだけで、あなたのiPhone、Apple Watch、iPad、Macと一緒に使えます。ワンタップのシンプルな設定で、AirPodsは魔法のように機能します。自動的にオンになり、いつでも接続された状態になります。耳に装着されたことを感知するので、耳から外すと一時停止します。AirPodsは両耳でも片耳だけでも使えます。音量を調節したり、曲を変えたり、電話をかけたり、道順を調べたい時は「Hey Siri」と声をかけて頼むだけ。ダブルタップして、音楽のトラックやPodcastの番組を再生したりスキップすることもできます。AirPodsは1回の充電で5時間の再生1と3時間の通話ができます2。しかも24時間以上聴き続けられるように複数回充電できる充電ケースもついているので、AirPodsはあなたの毎日にしっかりついていきます3。急いでいる時は、ケースで15分充電するだけで、3時間の再生4または2時間の通話ができるようになります5。まったく新しいApple H1ヘッドフォンチップで駆動するAirPodsは、光学センサーとモーション加速度センサーによって、あなたの耳に装着されたことを感知します。両耳で聴く時も、片耳だけの場合も、H1チップはイヤフォンへのオーディオの送信とマイクロフォンの接続を自動で行います。通話中やSiriに話しかけている時には、音声を検知するもう一つの加速度センサーがビームフォーミングマイクロフォンと連係しながら、周囲のノイズを取り除いてあなたの声に狙いを定めます。★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★★新品・未使用 ☆頂き物、かつ個人所有につき、神経質な方のご入札はご遠慮ください。★落札後の返品、キャンセルはご遠慮ください。★落札後、落札者様の都合で以前にキャンセルされた方は自動的にキャンセルさせて頂きますのでご理解ご了承願います。送料込み★ノークレーム、ノーリターンご理解ご了承頂ける方宜しくお願い致します。★悪い評価５以上の方は削除させて頂きますのでご了承願います。★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★,115,0,0
15,1,[新品未使用品]AirPods with Wireless Charging Case (エアーポッズ/第2世代) 2019年 新型 【純正】 [ワイヤレス(左右分離) /Bluetooth],1,24000,1,2019-10-29 15:44:21,2019-11-02 12:44:20,92.0,18,[新品未使用品]AirPods with Wireless Charging Case (エアーポッズ/第2世代) 2019年 新型 ブルートゥースイヤホン フルワイヤレス インナーイヤー型  【純正】 [ワイヤレス(左右分離) /Bluetooth]商品の説明の通りです。ご理解ある方よろしくお願い申し上げます。* ～商品説明～ *Wireless Charging Caseが付属した新しいAirPodsは、インテリジェントな設計、画期的なテクノロジー、透き通るほどクリアなサウンドを持っています。新しいApple H1ヘッドフォンチップで動くので、手を使わずに声だけでSiriを起動できるようになりました。これからは1回の充電で最大3時間の通話ができます。* 自動でオンになり、自動で接続* すべてのApple製デバイスで簡単に設定* 「Hey Siri」と声をかけるだけで瞬時にSiriへアクセス* ダブルタップで再生またはスキップ* 新しいApple H1ヘッドフォンチップで、デバイスとのワイヤレス接続がさらに速く* ケースですばやく充電* Qi対応充電マットを使ったワイヤレス充電と、Lightningコネクタを使った充電に対応* 豊かで質の高いオーディオと音声* デバイス間の切り替えはシームレス★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★★新品・未使用 ☆頂き物、かつ個人所有につき、神経質な方のご入札はご遠慮ください。★落札後の返品、キャンセルはご遠慮ください。★落札後、落札者様の都合で以前にキャンセルされた方は自動的にキャンセルさせて頂きますのでご理解ご了承願います。送料込み★ノークレーム、ノーリターンご理解ご了承頂ける方宜しくお願い致します。★悪い評価５以上の方は削除させて頂きますのでご了承願います。★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★,115,0,0
16,1,[新品未使用品]AirPods with Wireless Charging Case (エアーポッズ/第2世代) 2019年 新型 ブルートゥースイ フルワイヤレス ワイヤレス,1,22000,1,2019-10-29 15:40:16,2019-11-02 12:40:16,93.0,23,[新品未使用品]AirPods with Wireless Charging Case (エアーポッズ/第2世代) 2019年 新型 ブルートゥースイヤホン フルワイヤレス インナーイヤー型 【純正】 [ワイヤレス(左右分離) /Bluetooth]商品の説明の通りです。ご理解ある方よろしくお願い致します。* ～商品説明～*Wireless Charging Caseが付属した新しいAirPodsは、インテリジェントな設計、画期的なテクノロジー、透き通るほどクリアなサウンドを持っています。新しいApple H1ヘッドフォンチップで動くので、手を使わずに声だけでSiriを起動できるようになりました。これからは1回の充電で最大3時間の通話ができます。自動でオンになり、自動で接続すべてのApple製デバイスで簡単に設定「Hey Siri」と声をかけるだけで瞬時にSiriへアクセスダブルタップで再生またはスキップ新しいApple H1ヘッドフォンチップで、デバイスとのワイヤレス接続がさらに速くケースですばやく充電Qi対応充電マットを使ったワイヤレス充電と、Lightningコネクタを使った充電に対応豊かで質の高いオーディオと音声デバイス間の切り替えはシームレス★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★★新品・未使用☆頂き物、かつ個人所有につき、神経質な方のご入札はご遠慮ください。★落札後の返品、キャンセルはご遠慮ください。★落札後、落札者様の都合で以前にキャンセルされた方は自動的にキャンセルさせて頂きますのでご理解ご了承願います。送料込み★ノークレーム、ノーリターンご理解ご了承頂ける方宜しくお願い致します。★悪い評価５以上の方は削除させて頂きますのでご了承願います。★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★,115,0,0
17,0,【新品同様】Apple AirPods with Charging Case 第2世代 MV7N2J/A ワイヤレスイヤホン,15000,16000,1,2019-10-30 05:07:32,2019-11-02 12:07:32,79.0,2,Appleのワイヤレスイヤホン「AirPods(第2世代)」になります。今回買い替えのため出品します。9/26購入のもので、数回使用したのみとなっていますので、新品同様品かと思います。ただし中古品にはなりますので、気になる方はご入札をお控えくださいますようお願いします。元箱等は揃っております。ノークレーム、ノーリターンでお願いします。,94,0,3
18,1,[送料無料][新品未開封][保証あり]Apple Wireless Charging Case for AirPods (第2世代) アップル エアーポッズ ワイヤレス充電 MR8U2J/A,8890,9990,1,2019-11-01 12:24:01,2019-11-02 11:47:01,23.0,1,Apple Wireless Charging Case for AirPods (第2世代) アップル エアーポッズ ワイヤレス充電 MR8U2J/A  AirPodsのQi対応充電マットを使ったワイヤレス充電と、Lightningコネクタを使った充電に対応  ■Wireless Charging Caseを使えば、対応する充電マットに置くだけでケースに入れたAirPodsを充電できます。 ■AirPodsを充電している間は、ケース前面のLEDインジケータが点灯します。 ■充電マットが手元にない時でもLightningポートを使って充電できます。 ■Wireless Charging Caseはすべての世代のAirPodsに対応し、AirPodsを複数回充電できます。 ※AirPods本体は付属いたしません。  ■Appleによるデザイン ■ケースに入れたAirPodsをすばやく充電 ■Qi対応充電マットを使ったワイヤレス充電と、Lightningコネクタを使った充電に対応  ■重量 Wireless Charging Case：40 g   ■サイズ Wireless Charging Case：44.3 × 21.3 × 53.5 mm   ■接続 Wireless Charging Case：ワイヤレス（Qi対応）充電マットと、Lightningコネクタを使った充電に対応  ※アップル社製品につきましては初期不良・不具合などが発生した場合、お客様から直接メーカー窓口へのご依頼をお願いしております。予めご了承下さい。  メーカーサイト： https://www.apple.com/jp/shop/product/MR8U2J/A/wireless-charging-case-for-airpods  ※保証期間は2019年7月13日より有効になると思います（購入時のWeb購入明細書をプリントしたものを同封致します）  その他：宅急便コンパクトで発送します  ※評価の悪い方のご入札は、取り消す場合がございますので、あらかじめご了承下さい。 ※配送事故につきましては、補償致しかねます。 ※お支払につきましては、落札後2日以内にヤフーかんたん決済にてお願い致します。 ※ノークレーム、ノーリターンでお願い致します  以上の内容をご理解頂いた上で入札をお願い致します。どうぞよろしくお願い申し上げます。,1298,2,8
19,0,Apple純正 AirPods 第2世代 左 イヤホン MV7N2J/A 左耳のみ 新品未使用品,7000,7000,1,2019-10-31 12:07:42,2019-11-02 09:26:21,45.0,1,Apple純正 AirPods 第2世代 左 イヤホン MV7N2J/A 左耳のみ 新品未使用品Apple純正 AirPods 第2世代 左 イヤホン MV7N2J/A 左耳のみ 新品未使用品になります。※左耳のみになります。ご注意下さい。配送は以下にて行います。定形外 全国一律送料120円（追跡番号無し 保証無し）スマートレター 全国一律送料 180円 （追跡番号無し 保証無し）レターパックライト 全国一律送料 370円（追跡番号有り 保証無し）レターパックプラス 全国一律送料520円（追跡番号有り 保証無し）お支払いはヤフオク簡単決済のみになります。,2744,10,0
