,is_free_shipping,product_name,start_price,end_price,is_prompt,start_time,end_time,timedelta,bidders,setsumei,good,bad,capture_count
11,0,Apple純正 AirPods 第2世代 イヤホン MV7N2J/A 充電ケースのみ 新品未使用品,6900,6900,1,2019-10-22 09:34:42,2019-10-22 16:20:40,6.0,1,Apple純正 AirPods 第2世代 イヤホン MV7N2J/A 充電ケースのみ 新品未使用品Apple純正 AirPods 第2世代 イヤホン MV7N2J/A 充電ケースのみ 新品未使用品になります。※充電ケースのみになります。イヤホンはありません。ご注意下さい。配送は以下にて行います。レターパックライト 全国一律送料 370円（追跡番号有り 保証無し）レターパックプラス 全国一律送料520円（追跡番号有り 保証無し）お支払いはヤフオク簡単決済のみになります。,2744,10,0
12,1,Apple AirPods with wireless charging case (第2世代) 新品 送料込み,17800,21000,1,2019-10-20 11:57:13,2019-10-22 13:52:42,49.0,4,ご覧頂きありがとうございます。Apple AirPods with wireless charging case (第2世代) 新品 送料込み。アメリカのアップル本社に隣接するアップルストアで購入した商品です。もちろん日本版との違いはありませんし音質が若干良いという評価もあります。高額商品ですから評価が一桁な方は入札をご遠慮下さい。直接交渉はしないつもりです。何か質問等ございましたらお気軽になさって下さい。宜しくお願い致します。,294,2,3
13,1,【送料無料】【新品未使用品】第２世代Apple純正 airpods右のみR 国内正規品 右耳,7290,7290,1,2019-10-22 00:09:07,2019-10-22 11:37:00,11.0,1,【送料無料】【新品未使用品】第２世代Apple純正 airpods右のみR 国内正規品 右耳※第2世代のairpods右イヤホンのみの販売となります。A2032 A2031※箱は付属しません。大手家電量販店にて購入、国内正規品新品未使用品です。マイクが内蔵されており、装着したままの通話も可能です。アップルAppleエアポッズエアポッツBluetoothブルートゥース正規品純正品イヤホン右耳iphoneアイフォンiTunes第二世代,309,4,0
14,0,Apple純正 AirPods 第2世代 イヤホン MV7N2J/A 充電ケースのみ 新品未使用品,6900,6900,1,2019-10-20 13:54:28,2019-10-22 08:41:25,42.0,1,Apple純正 AirPods 第2世代 イヤホン MV7N2J/A 充電ケースのみ 新品未使用品Apple純正 AirPods 第2世代 イヤホン MV7N2J/A 充電ケースのみ 新品未使用品になります。※充電ケースのみになります。イヤホンはありません。ご注意下さい。配送は以下にて行います。レターパックライト 全国一律送料 370円（追跡番号有り 保証無し）レターパックプラス 全国一律送料520円（追跡番号有り 保証無し）お支払いはヤフオク簡単決済のみになります。,2744,10,0
15,0,Apple純正 AirPods 第2世代 イヤホン MV7N2J/A 充電ケース＋lighteningケーブルのみ イヤホン無し 新品未使用品,7200,7200,1,2019-10-21 02:24:15,2019-10-22 03:24:44,25.0,1,Apple純正 AirPods 第2世代 イヤホン MV7N2J/A 充電ケース＋lighteningケーブルのみ イヤホン無し 新品未使用品セット内容純正充電ケース純正lighteningケーブル箱クイックスタートガイド※充電ケースとlighteningケーブルのみになります。ワイヤレス充電には対応していません。イヤホンはありません。ご注意下さい。配送は以下にて行います。レターパックプラス 全国一律送料520円（追跡番号有り 保証無し）お支払いはヤフオク簡単決済のみになります。,2744,10,0
16,1,新品未使用 AirPods (エアーポッズ/第2世代) with Charging Case 2019年 新型 Bluetooth MV7N2J/A ,18500,18500,1,2019-10-21 12:59:22,2019-10-21 16:10:08,3.0,1,新品未使用品 AirPods (エアーポッズ/第2世代) with Charging Case 2019年 新型 ブルートゥースイヤホン フルワイヤレス インナーイヤー型 MV7N2J/A,16,0,0
17,1,[新品未使用品]AirPods with Wireless Charging Case (エアーポッズ/第2世代) 2019年 新型 ブルートゥースイ フルワイヤレス ワイヤレス,1,22000,1,2019-10-20 02:37:34,2019-10-21 14:18:58,35.0,37,[新品未使用品]AirPods with Wireless Charging Case (エアーポッズ/第2世代) 2019年 新型 ブルートゥースイヤホン フルワイヤレス インナーイヤー型 【純正】 [ワイヤレス(左右分離) /Bluetooth]商品の説明の通りです。ご理解ある方よろしくお願い致します。* ～商品説明～*Wireless Charging Caseが付属した新しいAirPodsは、インテリジェントな設計、画期的なテクノロジー、透き通るほどクリアなサウンドを持っています。新しいApple H1ヘッドフォンチップで動くので、手を使わずに声だけでSiriを起動できるようになりました。これからは1回の充電で最大3時間の通話ができます。自動でオンになり、自動で接続すべてのApple製デバイスで簡単に設定「Hey Siri」と声をかけるだけで瞬時にSiriへアクセスダブルタップで再生またはスキップ新しいApple H1ヘッドフォンチップで、デバイスとのワイヤレス接続がさらに速くケースですばやく充電Qi対応充電マットを使ったワイヤレス充電と、Lightningコネクタを使った充電に対応豊かで質の高いオーディオと音声デバイス間の切り替えはシームレス★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★★新品・未使用☆頂き物、かつ個人所有につき、神経質な方のご入札はご遠慮ください。★落札後の返品、キャンセルはご遠慮ください。★落札後、落札者様の都合で以前にキャンセルされた方は自動的にキャンセルさせて頂きますのでご理解ご了承願います。送料込み★ノークレーム、ノーリターンご理解ご了承頂ける方宜しくお願い致します。★悪い評価５以上の方は削除させて頂きますのでご了承願います。★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★,115,0,0
18,0,[新品未使用品]AirPods (エアーポッズ/第2世代) with Charging Case 2019年 新型 MV7N2J/A 【純正】 [ワイヤレス(左右分離) /Bluetooth] 10,100,100,0,2019-10-20 12:09:05,2019-10-21 14:09:05,26.0,44,[新品未使用品]AirPods (エアーポッズ/第2世代) with Charging Case 2019年 新型 ブルートゥースイヤホン フルワイヤレス インナーイヤー型 MV7N2J/A 【純正】 [ワイヤレス(左右分離) /Bluetooth]商品の説明の通りです。ご理解ある方よろしくお願い申し上げます。* ～商品説明～*さらに魔法に近づきました。新しいAirPodsはワイヤレスヘッドフォンの体験を一新します。ケースから取り出すだけで、あなたのiPhone、Apple Watch、iPad、Macと一緒に使えます。ワンタップのシンプルな設定で、AirPodsは魔法のように機能します。自動的にオンになり、いつでも接続された状態になります。耳に装着されたことを感知するので、耳から外すと一時停止します。AirPodsは両耳でも片耳だけでも使えます。音量を調節したり、曲を変えたり、電話をかけたり、道順を調べたい時は「Hey Siri」と声をかけて頼むだけ。ダブルタップして、音楽のトラックやPodcastの番組を再生したりスキップすることもできます。AirPodsは1回の充電で5時間の再生1と3時間の通話ができます2。しかも24時間以上聴き続けられるように複数回充電できる充電ケースもついているので、AirPodsはあなたの毎日にしっかりついていきます3。急いでいる時は、ケースで15分充電するだけで、3時間の再生4または2時間の通話ができるようになります5。まったく新しいApple H1ヘッドフォンチップで駆動するAirPodsは、光学センサーとモーション加速度センサーによって、あなたの耳に装着されたことを感知します。両耳で聴く時も、片耳だけの場合も、H1チップはイヤフォンへのオーディオの送信とマイクロフォンの接続を自動で行います。通話中やSiriに話しかけている時には、音声を検知するもう一つの加速度センサーがビームフォーミングマイクロフォンと連係しながら、周囲のノイズを取り除いてあなたの声に狙いを定めます。★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★★新品・未使用☆頂き物、かつ個人所有につき、神経質な方のご入札はご遠慮ください。★落札後の返品、キャンセルはご遠慮ください。★落札後、落札者様の都合で以前にキャンセルされた方は自動的にキャンセルさせて頂きますのでご理解ご了承願います。★ノークレーム、ノーリターンご理解ご了承頂ける方宜しくお願い致します。★悪い評価５以上の方は削除させて頂きますのでご了承願います。★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★,35,1,0
19,1,【新品未開封・送料無料】Apple AirPods 第２世代 with Charging Case　MV7N2J/A,17980,17980,1,2019-10-21 12:42:14,2019-10-21 13:21:53,0.0,1,商品名　　air pods(第２世代)メーカー　apple型番　MV7N2J/AJAN 4549995069389令和元年10月購入納品書を付属します。シュリンク包装未開封です。商品説明●自動でオンになり、自動で接続●すべてのApple製デバイスで簡単に設定●「Hey Siri」と声をかけるだけで瞬時にSiriへアクセス●ダブルタップで再生またはスキップ●新しいApple H1ヘッドフォンチップで、デバイスとのワイヤレス接続がさらに速く仕様・Bluetooth：ワイヤレス・重量：AirPods（左右各）：4 g・Charging Case：38 g・サイズ：AirPods（左右各）：16.5 × 18.0 × 40.5 mm・Charging Case：44.3 × 21.3 × 53.5 mm・接続：AirPods：Bluetooth・Charging Case：Lightningコネクタ・アクセシビリティ：オーディオのライブリスニング・AirPodsセンサー（左右各）：デュアルビームフォーミングマイクロフォン・デュアル光学センサー・動きを感知する加速度センサー・音声を感知する加速度センサー・付属品：AirPods、充電ケース、Lightning - USBケーブル●システム条件・iOS 12.2以降を搭載したiPhone、iPad、iPod touchのモデル・watchOS 5.2以降を搭載したApple Watchのモデル・macOS 10.14.4以降を搭載したMacのモデル・tvOS 12.2以降を搭載したApple TVモデル・AirPods with Charging Case：24時間以上の再生時間、最大18時間の連続通話時間・AirPods（1回の充電）：最大5時間の再生時間、最大3時間の連続通話時間・Charging Caseで15分充電：最大3時間の再生時間、または最大2時間の連続通話時間※初期不良、修理などにおきましては全てapple社での対応となります,228,0,0
20,0,[新品未使用品]AirPods (エアーポッズ/第2世代) with Charging Case 2019年 新型 MV7N2J/A 【純正】 [ワイヤレス(左右分離) /Bluetooth] 9,100,17500,0,2019-10-20 12:06:50,2019-10-21 13:06:49,24.0,19,[新品未使用品]AirPods (エアーポッズ/第2世代) with Charging Case 2019年 新型 ブルートゥースイヤホン フルワイヤレス インナーイヤー型 MV7N2J/A 【純正】 [ワイヤレス(左右分離) /Bluetooth]商品の説明の通りです。ご理解ある方よろしくお願い申し上げます。* ～商品説明～*さらに魔法に近づきました。新しいAirPodsはワイヤレスヘッドフォンの体験を一新します。ケースから取り出すだけで、あなたのiPhone、Apple Watch、iPad、Macと一緒に使えます。ワンタップのシンプルな設定で、AirPodsは魔法のように機能します。自動的にオンになり、いつでも接続された状態になります。耳に装着されたことを感知するので、耳から外すと一時停止します。AirPodsは両耳でも片耳だけでも使えます。音量を調節したり、曲を変えたり、電話をかけたり、道順を調べたい時は「Hey Siri」と声をかけて頼むだけ。ダブルタップして、音楽のトラックやPodcastの番組を再生したりスキップすることもできます。AirPodsは1回の充電で5時間の再生1と3時間の通話ができます2。しかも24時間以上聴き続けられるように複数回充電できる充電ケースもついているので、AirPodsはあなたの毎日にしっかりついていきます3。急いでいる時は、ケースで15分充電するだけで、3時間の再生4または2時間の通話ができるようになります5。まったく新しいApple H1ヘッドフォンチップで駆動するAirPodsは、光学センサーとモーション加速度センサーによって、あなたの耳に装着されたことを感知します。両耳で聴く時も、片耳だけの場合も、H1チップはイヤフォンへのオーディオの送信とマイクロフォンの接続を自動で行います。通話中やSiriに話しかけている時には、音声を検知するもう一つの加速度センサーがビームフォーミングマイクロフォンと連係しながら、周囲のノイズを取り除いてあなたの声に狙いを定めます。★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★★新品・未使用☆頂き物、かつ個人所有につき、神経質な方のご入札はご遠慮ください。★落札後の返品、キャンセルはご遠慮ください。★落札後、落札者様の都合で以前にキャンセルされた方は自動的にキャンセルさせて頂きますのでご理解ご了承願います。★ノークレーム、ノーリターンご理解ご了承頂ける方宜しくお願い致します。★悪い評価５以上の方は削除させて頂きますのでご了承願います。★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★,35,1,0
21,1,[新品未使用品]AirPods with Wireless Charging Case (エアーポッズ/第2世代) 2019年 新型 【純正】 [ワイヤレス(左右分離) /Bluetooth],1,24000,1,2019-10-18 14:28:51,2019-10-21 12:28:51,70.0,26,[新品未使用品]AirPods with Wireless Charging Case (エアーポッズ/第2世代) 2019年 新型 ブルートゥースイヤホン フルワイヤレス インナーイヤー型  【純正】 [ワイヤレス(左右分離) /Bluetooth]商品の説明の通りです。ご理解ある方よろしくお願い申し上げます。* ～商品説明～ *Wireless Charging Caseが付属した新しいAirPodsは、インテリジェントな設計、画期的なテクノロジー、透き通るほどクリアなサウンドを持っています。新しいApple H1ヘッドフォンチップで動くので、手を使わずに声だけでSiriを起動できるようになりました。これからは1回の充電で最大3時間の通話ができます。* 自動でオンになり、自動で接続* すべてのApple製デバイスで簡単に設定* 「Hey Siri」と声をかけるだけで瞬時にSiriへアクセス* ダブルタップで再生またはスキップ* 新しいApple H1ヘッドフォンチップで、デバイスとのワイヤレス接続がさらに速く* ケースですばやく充電* Qi対応充電マットを使ったワイヤレス充電と、Lightningコネクタを使った充電に対応* 豊かで質の高いオーディオと音声* デバイス間の切り替えはシームレス★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★★新品・未使用 ☆頂き物、かつ個人所有につき、神経質な方のご入札はご遠慮ください。★落札後の返品、キャンセルはご遠慮ください。★落札後、落札者様の都合で以前にキャンセルされた方は自動的にキャンセルさせて頂きますのでご理解ご了承願います。送料込み★ノークレーム、ノーリターンご理解ご了承頂ける方宜しくお願い致します。★悪い評価５以上の方は削除させて頂きますのでご了承願います。★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★,115,0,0
22,0,20047★Apple AirPods2 MV7N2J/A エアーポッズ 第2世代 ワイヤレスイヤホン 新品未開封 ②,15000,17000,0,2019-10-18 08:26:50,2019-10-21 12:26:29,75.0,5,20047★Apple AirPods2 MV7N2J/A エアーポッズ 第2世代 ワイヤレスイヤホン 新品未開封 ②商品説明【内容・状態等】未使用未開封品です。Apple AirPods2 MV7N2J/A エアーポッズ 第2世代 ワイヤレスイヤホン 新品未開封です。不要ですのでお譲りいたします。※他品物と同梱可能掲載いたしました画像は、実際の出品物を撮影したものですが、撮影状態などにより、実物の色調との相違がある場合があります。ご質問やご要望等がございましたら、お気軽にご連絡ください。最後まで、お読み頂きありがとうございました。注意事項・状態は画像をご覧になってご判断ください。・商品すり替え防止のため、ノークレーム＆ノーリターンでお願いします。・定型、定形外、レターパック等の発送料金がお安い発送方法は、運送時の破損・紛失は当方は一切の責任を負いかねます。落札者様側で発送業者と交渉を行う旨、ご了承ください。・神経質な方の入札はご遠慮下さい。・なお、全ての商品は現状渡しとなります。、初期不良などについても当方は一切の責任を負いかねます。・専門家ではないため専門的な質問にはお答えできませんが、簡単なものであれば入札前にお願い致します。・落札後のクレーム（部品など）交渉や商品に関係ない質問（携帯の使用者情報など）希に質問、連絡される方がおりますが、神経質な方の入札は一切お断りします。ノークレーム＆ノーリターンの意味をご理解いただける方の入札お願いします。・まれに商品入札後、落札後、発送後に意見される方がおられますが、ジャンク品と明記がなくても製品すべてにおいては落札者様ご自身のメンテナンス前提で入札をお願いします。・落札から3日間経っても連絡が無い場合は、再出品のため削除させていただく事があります。・入金確認から発送まで、～5日間のお時間が掛かる場合がありますのでご了承ください。・定形外・定型等発送額がお安い場合は、保証等一切ございません。発送詳細■レターパックプラス 520円■定形外郵便 350円支払方法■Yahoo!かんたん決済 こちらの商品案内は 「■@即売くん5.20■」 で作成されました。,3408,6,5
23,0,20046★Apple AirPods2 MV7N2J/A エアーポッズ 第2世代 ワイヤレスイヤホン 新品未開封 ①,15000,17000,0,2019-10-18 08:25:38,2019-10-21 12:25:06,75.0,4,20046★Apple AirPods2 MV7N2J/A エアーポッズ 第2世代 ワイヤレスイヤホン 新品未開封 ①商品説明【内容・状態等】未使用未開封品です。Apple AirPods2 MV7N2J/A エアーポッズ 第2世代 ワイヤレスイヤホン 新品未開封 ①です。不要ですのでお譲りいたします。※他品物と同梱可能掲載いたしました画像は、実際の出品物を撮影したものですが、撮影状態などにより、実物の色調との相違がある場合があります。ご質問やご要望等がございましたら、お気軽にご連絡ください。最後まで、お読み頂きありがとうございました。注意事項・状態は画像をご覧になってご判断ください。・商品すり替え防止のため、ノークレーム＆ノーリターンでお願いします。・定型、定形外、レターパック等の発送料金がお安い発送方法は、運送時の破損・紛失は当方は一切の責任を負いかねます。落札者様側で発送業者と交渉を行う旨、ご了承ください。・神経質な方の入札はご遠慮下さい。・なお、全ての商品は現状渡しとなります。、初期不良などについても当方は一切の責任を負いかねます。・専門家ではないため専門的な質問にはお答えできませんが、簡単なものであれば入札前にお願い致します。・落札後のクレーム（部品など）交渉や商品に関係ない質問（携帯の使用者情報など）希に質問、連絡される方がおりますが、神経質な方の入札は一切お断りします。ノークレーム＆ノーリターンの意味をご理解いただける方の入札お願いします。・まれに商品入札後、落札後、発送後に意見される方がおられますが、ジャンク品と明記がなくても製品すべてにおいては落札者様ご自身のメンテナンス前提で入札をお願いします。・落札から3日間経っても連絡が無い場合は、再出品のため削除させていただく事があります。・入金確認から発送まで、～5日間のお時間が掛かる場合がありますのでご了承ください。・定形外・定型等発送額がお安い場合は、保証等一切ございません。発送詳細■レターパックプラス 520円■定形外郵便 350円支払方法■Yahoo!かんたん決済 こちらの商品案内は 「■@即売くん5.20■」 で作成されました。,3408,6,5
24,1,【新品・未開封】Apple AirPods with Charging Case 第2世代 MV7N2J/A,14000,16000,1,2019-10-21 12:04:47,2019-10-21 12:08:31,0.0,1,◇商品説明◇・AppleのAirPods第2世代、MV7N2J/Aの新品です。・スペック等の詳細については、メーカーサイトでご確認ください。・2019年10月15日付の販売店の納品書が付属しますので、1年間のメーカー保証が付きます。・個人出品につき、消費税はかかりません。◇注意事項◇ ・評価の悪い方、新規の方は入札を削除させて頂く場合がありますのでご了承下さい。 ・オークション終了後、24時間以内に落札者からの手続きを始めて下さい。 ・海外への発送は対応できません。 ・上記の説明にご了承いただき、ノークレーム・ノーリターンでお願いします。 ・落札後のキャンセルは固くお断りします。  その他、ご不明な点については質問からお願いします。  以上、ご理解・ご了承の上、よろしくお願いします。,129,0,3
