,is_free_shipping,product_name,start_price,end_price,is_prompt,start_time,end_time,timedelta,bidders,setsumei,good,bad,capture_count
10,1,送料無料/おまけあり/A1938/第2世代/第二世代/2019/新型/新品未使用/充電ケースのみ/Apple AirPods/エアーポッド/エアーポッズ/アップル/O,7900,7900,1,2019-10-11 09:46:29,2019-10-12 04:00:34,18.0,1,送料無料■充電ケースのみ■第2世代(第二世代)■モデル番号：A1938（Wireless Charging Case）■新型のワイヤレス充電タイプ(2019年版)■新品・未使用■Apple正規品■おまけとして、写真にうつっている「イヤピース（両耳）」（新品）をお付けします。,663,37,0
11,1,送料無料/おまけあり/第2世代/第二世代/2019/新型/新品未使用/正規品/右耳のみ/右のみ/右側のみ/Apple AirPods/エアーポッズ/アップル/ミ,6700,6700,1,2019-10-11 09:32:02,2019-10-12 03:46:53,18.0,1,送料無料■右耳のみ■第2世代、新型のAirPods（2019年版）■新品未使用■Apple正規品 ■おまけとして、写真にうつっているイヤピース（両耳）をお付けします。,663,37,0
12,0,airpods 第2世代 充電ケース 新品 未使用品,6999,6999,1,2019-10-11 01:50:39,2019-10-12 01:31:54,23.0,1,airpods 第2世代 充電ケース 新品 未使用品airpods 第2世代(MV7N2J/A)の充電ケースです！付属品無しでほケース本体のみのお渡しとなります。新品未使用品！プチプチにしっかりと包んで安全な形でお送り致します^^,66,0,0
13,0,【未使用】Apple AirPods エアポッズ Bluetooth ワイヤレスイヤホン with Charging Case 第2世代 MV7N2J/A ※サポートなし 10494684,12500,14500,0,2019-10-06 05:50:31,2019-10-11 13:50:07,127.0,5,■商品詳細  商品   【未使用】Apple AirPods エアポッズ Bluetooth ワイヤレスイヤホン with Charging Case 第2世代 MV7N2J/A ※サポートなし 10494684    メーカー保証   アップルサポート(推定)：なし    内容物・付属品   完品,40540,190,3
14,0,Apple Airpods Wireless Ckarging Case 第2世代 MRXJ2J/A アップル アイポッド ワイヤレス◎新品 mb☆☆☆,15000,18000,0,2019-10-04 08:00:39,2019-10-11 13:10:39,173.0,7,商品詳細 ◆サイズ ・AirPods（左右各）：16.5 × 18.0 × 40.5 mm ・Wireless Charging Case： 44.3 × 21.3 × 53.5 mm ◆未開封の未使用ですが専門店の新品同様を求める神経質な方はご遠慮願います。◆画像をよくご覧になり、きちんと取引詳細を確認後、ご自身の判断で責任を持ってのご入札をお願い致します。◆ノークレームノーリターンのオークションでの取引を理解されている方のみのご入札をお願いします。◆当方の出品内容をきちんと最初から最後まで読んで頂き、ご了承頂ける場合のみ入札をお願いします。入札前に不満や不安がある方は絶対に入札しないでください。落札後に記載事項をご覧いただいてなかったり、攻撃的だとこちらが感じた場合は、トラブル防止の為、やむを得ず落札者様都合でキャンセルさせて頂くこともございます。それについて当方からは評価致しませんがヤフーから自動的に「非常に悪い」と付きます。報復評価もご遠慮ください。◆専門店にて定価販売の新品商品ではありません。同様の品質並びにサービスをお求めの方は入札ご遠慮下さい。◆専門店ではございませんので見落としや説明不足、間違い等あるかもしれません。また、それについての保障や返品対応もできません。オークションでの取引を理解している方のみ入札下さい。◆わからない点や不明な点は必ず入札前にご質問下さい。思い込みでの入札は絶対にしないで下さい。 ◆落札後の連絡は２４時間以内、決済は48時間以内でお願いします。その期日を過ぎた場合は予告なく「落札者都合」にて削除し、次点落札の方へお譲り致します。    発送詳細  ■佐川急便 (追跡可・保証あり・宅配業者指定不可) 関西・中国・中部・北陸 ￥600 関東・信越・四国・九州 ￥700 東北 ￥1000 北海道 ￥1500 沖縄及び一部離島 別途見積☆沖縄への配送は船便となる場合があります。その場合、到着まで日数がかかりますのでご了承下さい。 ☆プチプチを巻いたり、再利用のダンボールを使用しての簡易的な梱包での発送になります。☆送料を安くする為、できるだけコンパクトに畳んで発送致します。☆箱等(ギフト等は対応できません)に入れての発送をご希望の場合は別途料金頂きます。    支払詳細 ■yahooかんたん決済     注意事項   *PCにより色の見え方が違う場合もございますので、ご了承下さい。*主に代理出品です。*撮影に使用しているアクセサリー等は含まれておりません。*個人保管品です。商品に完璧を求められる方、神経質な方、短気な方、クレーマー体質の方は入札ご遠慮願います。トラブル回避の為、やむを得ず入札を取り消しとさせて頂く場合もございます。*配送業者、発送方法のご希望には添えません。取引内容をしっかりと読んで頂き、了承頂ける方のみ入札下さい。*領収書の発行をご希望の場合は発行に伴う手数料を頂きます。*引き取り可能商品の引き取りは1週間以内でお願いします。それ以降になる場合は保管料1日500円を頂きます。*落札後、４８時間以内にご連絡いただけない場合は、落札者都合によるキャンセルとして落札を取り消させていただく場合がございます。ご了承ください。*評価は落札者さまより頂いた場合のみ、こちらからの評価を致しますが、1ヶ月のうちに数回まとめて評価をしているので、すぐにできない場合もございます。ご了承下さい。*終了時直前に『入札の取り消しをお願いします』と連絡を頂いても即対応ができません。そのまま落札となった場合は「落札者都合」にて取り消し致します。当方からは評価致しませんが、ヤフーより自動的に「非常に悪い」と評価が付きますのでよく考えてからの入札をお願いします。*同梱希望などは事前に質問等頂きます様宜しくお願い致します。*落札後に送料の値下げ等強要される場合は「落札者都合」での取り消しと致します。*当方で確認できる範囲で検品して出品しておりますが、専門店ではないので記載漏れや間違いがあるかもしれません。高額落札となった場合も専門店のような返品、交換等はお受けできません。そのようなサービスをお求めの方は実店舗にて正規価格でのご購入をおすすめ致します。      Template by 無料★オークションテンプレート作成 ドリーム♪Image (C)もずねこさん  ★ 他にもいろいろ出品しています。ぜひご覧ください。 ★,3137,13,4
15,0,新品未使用、未開封！☆ Apple AirPods with Charging Case MV7N2J/A 第２世代 ワイヤレスイヤホン　アップル,15000,17000,0,2019-10-06 04:09:50,2019-10-11 13:09:50,129.0,5,Apple AirPods with Charging Case MV7N2J/A 第２世代 ワイヤレスイヤホンの新品、未使用、未開封品になります。◆本年9月に大手量販店で購入しましたが、使用予定が無いので出品します◆外装フィルも購入時のままの未開封品です◆製品詳細はメーカーホームページでご確認ください◆新品につきノークレーム、ノーリターンでご了解頂ける方のみご入札をお願いします,276,0,3
16,0,Apple純正 AirPods 第2世代 イヤホン MV7N2J/A 充電ケース＋lighteningケーブルのみ イヤホン無し 新品未使用品,7300,7300,1,2019-10-10 08:04:20,2019-10-11 03:39:29,19.0,1,Apple純正 AirPods 第2世代 イヤホン MV7N2J/A 充電ケース＋lighteningケーブルのみ イヤホン無し 新品未使用品セット内容純正充電ケース純正lighteningケーブル箱クイックスタートガイド※充電ケースとlighteningケーブルのみになります。ワイヤレス充電には対応していません。イヤホンはありません。ご注意下さい。配送は以下にて行います。レターパックプラス 全国一律送料520円（追跡番号有り 保証無し）お支払いはヤフオク簡単決済のみになります。,2744,10,0
17,1,Apple AirPods2 MV7N2J/A エアーポッズ 第2世代 ワイヤレスイヤホン 新品未開封　①,18000,18000,1,2019-10-10 13:57:59,2019-10-11 01:12:23,11.0,1,□商品詳細        Apple airpods 新品未開封です 型番:MV7N2J/A（第2世代）  2019年9月購入、Appleの正規補償が1年つきます  入金確認後、極力当日、遅くとも1～2日以内には発送します   こちらの商品はワイヤレス充電には非対応です         □支払詳細        かんたん決済にてお願いいたします         □発送詳細        入金確認後3日以内に追跡番号・保証付きの方法で発送します。         □注意事項        落札後音沙汰のない方が多くトラブルが発生しています 24時間以内の入金をお願いします やむをえない事情がある場合は入札前に質問をください,625,13,0
18,1,Apple 純正 AirPods　第2世代　新品　MV7N2J/A 充電ケース＋Lightningケーブルのみ イヤホン無し,6500,6500,1,2019-10-08 12:50:46,2019-10-10 23:44:51,58.0,1,Apple AirPods with Charging Case MV7N2J/A 第２世代 ワイヤレスイヤホン☆写真1枚目の充電ケース Lightningケーブルのみです。☆イヤホンは無し。ご注意下さい。新品未使用です。 商品詳細はアップル公式ページを参照ください。送料は定形外郵便を予定しています。,232,0,0
19,1,★☆【未開封新品】送料無料 新品 Apple第2世代　AirPods（エアポッド） with Wireless Charging Case　MRXJ2J/A　ワイヤレスイヤホン☆★,21000,21000,1,2019-10-09 11:02:59,2019-10-10 16:46:50,29.0,1,★☆【未開封新品】送料無料 新品  Apple アップル　第2世代　AirPods（エアポッド） with Wireless Charging Case　MRXJ2J/A　ワイヤレスイヤホン☆★★商品説明★商品の特徴送料無料 新品  Apple アップル　第2世代　AirPods（エアポッド） with Wireless Charging Case　MRXJ2J/A　ワイヤレスイヤホン★注意事項★◎ノークレーム＆ノーリターンで、御願い致します◎新品未開封品ですが、神経質なかたは入札をご遠慮ください。。★発送詳細★送料は無料です発送方法の選択はできません。※オークション終了後、24時間以内に連絡がない場合は落札者の都合により削除しますのでご注意願います。ま★支払方法★■Yahoo!かんたん決済 こちらの商品案内は 「■@即売くん4.88■」 で作成されました。この他にも出品しておりますので宜しければご覧ください。,723,8,0
20,0,新品 未開封 Apple AirPods with Charging Case 第2世代 MV7N2J/A ワイヤレスイヤホン,16500,16500,0,2019-10-10 02:25:04,2019-10-10 15:18:35,12.0,1,ご覧いただきありがとうございますApple AirPods with Charging Case MV7N2J/A 第2世代 ワイヤレスイヤホン新品 未使用 未開封品速やかな発送を心掛けています,2387,4,0
21,0,Apple純正 AirPods 第2世代 右 イヤホン MV7N2J/A 右耳のみ 新品未使用品,7100,7100,1,2019-10-09 12:17:01,2019-10-10 14:26:23,26.0,1,Apple純正 AirPods 第2世代 右 イヤホン MV7N2J/A 右耳のみ 新品未使用品Apple純正 AirPods 第2世代 右 イヤホン MV7N2J/A 右耳のみ 新品未使用品になります。※右耳のみになります。ご注意下さい。配送は以下にて行います。定形外 全国一律送料120円（追跡番号無し 保証無し）スマートレター 全国一律送料 180円 （追跡番号無し 保証無し）レターパックライト 全国一律送料 370円（追跡番号有り 保証無し）レターパックプラス 全国一律送料520円（追跡番号有り 保証無し）お支払いはヤフオク簡単決済のみになります。,2744,10,0
22,0,【新品未使用】AirPods (第2世代) with Charging Case 2019年 MV7N2J/A ②,15000,16500,0,2019-10-07 04:41:27,2019-10-10 13:40:46,80.0,4,AirPods with Charging Caseの第2世代です。新品・未使用・未開封品です。ノークレーム・ノーリターンでお願いします。それではよろしくお願いします。,294,0,2
23,0,【新品未使用】AirPods (第2世代) with Charging Case 2019年 MV7N2J/A ①,15000,16500,0,2019-10-07 04:40:40,2019-10-10 13:36:13,80.0,4,AirPods with Charging Caseの第2世代です。新品・未使用・未開封品です。ノークレーム・ノーリターンでお願いします。それではよろしくお願いします。,294,0,2
24,1,"新品 保証スタート Apple AirPods with Charging Case 第2世代 MV7N2J/A 送料無料 在庫処分 1,000円～",910,15599,0,2019-10-07 08:53:47,2019-10-10 13:31:01,76.0,33,"新品 保証スタート Apple AirPods with Charging Case 第2世代 MV7N2J/A 送料無料 在庫処分 1,000円～            当店のオークションへご入札頂く前に、以下の内容をよくお読み頂き、ご確認下さい。    商品紹介       項　目 説　明     メーカー Apple   仕　様 仕様は参考サイトをご覧下さい。参考サイト   商品について  商品は新品、未開封品です。 本体は新品、パッケージシュリンク未開封です。 保証がすでに始まっており、有効期限 (推定)：2020年6月22日までのメーカー保証となります。在庫処分の為1,000円からのスタートとなります。 ＊オークション終了間際には質問に答えられない場合がございますのでご注意ください。                       ＊希望落札価格を設定してない商品においては、即決はできませんのでご了承下さい。         お支払い方法に関して  「Yahoo!かんたん決済」「銀行振込」",22632,62,0
25,1,送料無料 新品未開封 Apple AirPods with Wireless Charging Case 第2世代 MRXJ2J/A ワイヤレス充電器,19900,19900,1,2019-10-09 13:37:47,2019-10-10 13:29:52,23.0,1,シュリンク包装された新品未開封品です・注意事項スムーズなお取引を行う為、落札後24時間以内にご入金お手続きをお願い致します。ご入金が確認できない場合は落札者様都合でのオークション削除となります。落札後のキャンセル及び返品はお受け出来ません。新品の物で初期不良等ございましたらメーカーへお問い合わせ下さい。気になる点や要望等がありましたら落札前にご質問ください。落札後に要望等ありましても対応出来ない場合がございます。,1168,16,4
26,0,Apple純正 AirPods 第2世代 イヤホン MV7N2J/A 充電ケースのみ 新品未使用品,7000,7000,1,2019-10-09 13:26:53,2019-10-10 13:22:22,23.0,1,Apple純正 AirPods 第2世代 イヤホン MV7N2J/A 充電ケースのみ 新品未使用品Apple純正 AirPods 第2世代 イヤホン MV7N2J/A 充電ケースのみ 新品未使用品になります。※充電ケースのみになります。イヤホンはありません。ご注意下さい。配送は以下にて行います。レターパックライト 全国一律送料 370円（追跡番号有り 保証無し）レターパックプラス 全国一律送料520円（追跡番号有り 保証無し）お支払いはヤフオク簡単決済のみになります。,2744,10,0
27,1,[新品未使用品]AirPods (エアーポッズ/第2世代) with Charging Case 2019年 新型 Bluetooth MV7N2J/A 【純正】 ,1,19500,1,2019-10-09 14:00:17,2019-10-10 12:40:14,22.0,17,[新品未使用品]AirPods (エアーポッズ/第2世代) with Charging Case 2019年 新型 ブルートゥースイヤホン フルワイヤレス インナーイヤー型 MV7N2J/A 【純正】 [ワイヤレス(左右分離) /Bluetooth]商品説明の通りです。ご理解ある方よろしくお願い申し上げます。* ～商品説明～ * さらに魔法に近づきました。新しいAirPodsはワイヤレスヘッドフォンの体験を一新します。ケースから取り出すだけで、あなたのiPhone、Apple Watch、iPad、Macと一緒に使えます。ワンタップのシンプルな設定で、AirPodsは魔法のように機能します。自動的にオンになり、いつでも接続された状態になります。耳に装着されたことを感知するので、耳から外すと一時停止します。AirPodsは両耳でも片耳だけでも使えます。音量を調節したり、曲を変えたり、電話をかけたり、道順を調べたい時は「Hey Siri」と声をかけて頼むだけ。ダブルタップして、音楽のトラックやPodcastの番組を再生したりスキップすることもできます。AirPodsは1回の充電で5時間の再生1と3時間の通話ができます2。しかも24時間以上聴き続けられるように複数回充電できる充電ケースもついているので、AirPodsはあなたの毎日にしっかりついていきます3。急いでいる時は、ケースで15分充電するだけで、3時間の再生4または2時間の通話ができるようになります5。まったく新しいApple H1ヘッドフォンチップで駆動するAirPodsは、光学センサーとモーション加速度センサーによって、あなたの耳に装着されたことを感知します。両耳で聴く時も、片耳だけの場合も、H1チップはイヤフォンへのオーディオの送信とマイクロフォンの接続を自動で行います。通話中やSiriに話しかけている時には、音声を検知するもう一つの加速度センサーがビームフォーミングマイクロフォンと連係しながら、周囲のノイズを取り除いてあなたの声に狙いを定めます。★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★★新品・未使用 ☆頂き物、かつ個人所有につき、神経質な方のご入札はご遠慮ください。★落札後の返品、キャンセルはご遠慮ください。★落札後、落札者様の都合で以前にキャンセルされた方は自動的にキャンセルさせて頂きますのでご理解ご了承願います。送料込み★ノークレーム、ノーリターンご理解ご了承頂ける方宜しくお願い致します。★悪い評価５以上の方は削除させて頂きますのでご了承願います。★゜'・:*:・'゜☆。.:*:・'*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★゜'・:*:・'゜☆。.:*:・'゜★,115,0,0
